"","subNr","age","gender","hand","iBlock","iTrial","cTarLoc","cTarSymNr","correct","response_time_search_resp"
"3610",28614,23,1,1,8,41,1,1,1,834
"3611",28614,23,1,1,8,42,5,0,1,976
"3612",28614,23,1,1,8,43,7,1,1,1259
"3613",28614,23,1,1,8,44,7,1,1,1282
"3614",28614,23,1,1,8,45,7,1,1,679
"3615",28614,23,1,1,8,46,3,0,1,1113
"3616",28614,23,1,1,8,47,5,1,1,1890
"3617",28614,23,1,1,8,48,0,1,1,1001
"3618",28614,23,1,1,8,49,4,1,1,1295
"3619",28614,23,1,1,8,50,7,0,1,1196
"3620",28614,23,1,1,8,51,3,0,1,822
"3621",28614,23,1,1,8,52,7,0,1,1229
"3622",28614,23,1,1,8,53,1,0,1,1578
"3623",28614,23,1,1,8,54,2,0,1,1637
"3624",28614,23,1,1,8,55,6,1,1,1768
"3625",28614,23,1,1,8,56,3,1,1,1223
"3626",28614,23,1,1,8,57,3,1,1,651
"3627",28614,23,1,1,8,58,0,0,1,784
"3628",28614,23,1,1,8,59,4,0,1,664
"3629",28614,23,1,1,8,60,1,0,1,1298
"3630",28614,23,1,1,8,61,0,0,1,1039
"3631",28614,23,1,1,8,62,4,1,1,753
"3632",28614,23,1,1,8,63,5,0,1,850
"3633",63,29,0,1,0,0,3,1,0,2078
"3634",63,29,0,1,0,1,5,1,0,3015
"3635",63,29,0,1,0,2,7,0,1,1220
"3636",63,29,0,1,0,3,7,1,1,2386
"3637",63,29,0,1,0,4,7,0,1,2076
"3638",63,29,0,1,0,5,6,1,1,2964
"3639",63,29,0,1,0,6,5,1,1,2475
"3640",63,29,0,1,0,7,0,0,1,1604
"3641",63,29,0,1,0,8,6,0,1,1824
"3642",63,29,0,1,0,9,1,1,1,2214
"3643",63,29,0,1,0,10,4,1,1,1613
"3644",63,29,0,1,0,11,3,1,1,1846
"3645",63,29,0,1,0,12,4,0,1,2004
"3646",63,29,0,1,0,13,0,1,1,1701
"3647",63,29,0,1,0,14,4,0,1,2882
"3648",63,29,0,1,0,15,7,0,1,2871
"3649",63,29,0,1,0,16,0,1,1,2946
"3650",63,29,0,1,0,17,5,0,1,1673
"3651",63,29,0,1,0,18,1,0,1,1586
"3652",63,29,0,1,0,19,3,0,1,1285
"3653",63,29,0,1,0,0,1,0,1,1828
"3654",63,29,0,1,0,1,4,1,1,2297
"3655",63,29,0,1,0,2,1,0,1,1447
"3656",63,29,0,1,0,3,0,1,1,2922
"3657",63,29,0,1,0,4,1,0,1,1306
"3658",63,29,0,1,0,5,1,1,1,1063
"3659",63,29,0,1,0,6,4,0,1,2245
"3660",63,29,0,1,0,7,6,0,0,2331
"3661",63,29,0,1,0,8,1,1,1,1189
"3662",63,29,0,1,0,9,1,0,1,756
"3663",63,29,0,1,0,10,6,1,1,1895
"3664",63,29,0,1,0,11,2,1,1,1690
"3665",63,29,0,1,0,12,0,1,1,2563
"3666",63,29,0,1,0,13,0,1,1,829
"3667",63,29,0,1,0,14,6,0,1,2468
"3668",63,29,0,1,0,15,7,0,1,836
"3669",63,29,0,1,0,16,2,1,1,2203
"3670",63,29,0,1,0,17,1,1,1,691
"3671",63,29,0,1,0,18,3,1,1,1690
"3672",63,29,0,1,0,19,2,0,1,2231
"3673",63,29,0,1,1,0,6,0,1,1598
"3674",63,29,0,1,1,1,2,1,1,1467
"3675",63,29,0,1,1,2,7,1,1,1154
"3676",63,29,0,1,1,3,4,0,0,2050
"3677",63,29,0,1,1,4,0,0,1,822
"3678",63,29,0,1,1,5,7,0,1,654
"3679",63,29,0,1,1,6,7,0,1,705
"3680",63,29,0,1,1,7,7,0,1,803
"3681",63,29,0,1,1,8,7,1,1,856
"3682",63,29,0,1,1,9,4,1,1,1650
"3683",63,29,0,1,1,10,0,0,1,1494
"3684",63,29,0,1,1,11,1,1,1,1902
"3685",63,29,0,1,1,12,4,0,1,1475
"3686",63,29,0,1,1,13,0,1,1,1534
"3687",63,29,0,1,1,14,1,0,1,2091
"3688",63,29,0,1,1,15,1,1,1,689
"3689",63,29,0,1,1,16,3,0,1,1372
"3690",63,29,0,1,1,17,7,0,1,1288
"3691",63,29,0,1,1,18,7,1,1,937
"3692",63,29,0,1,1,19,6,0,1,2123
"3693",63,29,0,1,1,20,2,1,1,1287
"3694",63,29,0,1,1,21,4,1,1,1253
"3695",63,29,0,1,1,22,0,1,1,1123
"3696",63,29,0,1,1,23,3,1,1,1331
"3697",63,29,0,1,1,24,1,0,1,1158
"3698",63,29,0,1,1,25,3,1,1,1924
"3699",63,29,0,1,1,26,5,1,1,1871
"3700",63,29,0,1,1,27,5,0,1,1968
"3701",63,29,0,1,1,28,1,1,1,1928
"3702",63,29,0,1,1,29,5,1,1,1538
"3703",63,29,0,1,1,30,4,0,1,2181
"3704",63,29,0,1,1,31,0,0,1,1718
"3705",63,29,0,1,1,32,3,1,1,1720
"3706",63,29,0,1,1,33,3,0,1,586
"3707",63,29,0,1,1,34,6,0,1,1659
"3708",63,29,0,1,1,35,2,0,1,1466
"3709",63,29,0,1,1,36,7,1,1,1247
"3710",63,29,0,1,1,37,6,1,1,1256
"3711",63,29,0,1,1,38,2,0,1,1505
"3712",63,29,0,1,1,39,4,1,1,1558
"3713",63,29,0,1,1,40,0,1,1,840
"3714",63,29,0,1,1,41,5,1,1,1890
"3715",63,29,0,1,1,42,1,0,1,1339
"3716",63,29,0,1,1,43,6,1,1,1817
"3717",63,29,0,1,1,44,2,1,1,1429
"3718",63,29,0,1,1,45,5,1,1,2088
"3719",63,29,0,1,1,46,6,1,1,2178
"3720",63,29,0,1,1,47,2,0,1,1702
"3721",63,29,0,1,1,48,4,0,1,1768
"3722",63,29,0,1,1,49,0,1,1,1219
"3723",63,29,0,1,1,50,3,0,1,1160
"3724",63,29,0,1,1,51,3,0,1,593
"3725",63,29,0,1,1,52,6,0,0,3016
"3726",63,29,0,1,1,53,2,0,1,1714
"3727",63,29,0,1,1,54,3,1,1,2310
"3728",63,29,0,1,1,55,1,1,1,951
"3729",63,29,0,1,1,56,1,0,1,670
"3730",63,29,0,1,1,57,5,0,1,2363
"3731",63,29,0,1,1,58,5,0,1,626
"3732",63,29,0,1,1,59,4,1,1,1974
"3733",63,29,0,1,1,60,0,0,0,1522
"3734",63,29,0,1,1,61,5,0,1,2246
"3735",63,29,0,1,1,62,6,1,1,2062
"3736",63,29,0,1,1,63,2,1,1,2709
"3737",63,29,0,1,2,0,5,1,1,1605
"3738",63,29,0,1,2,1,5,1,1,921
"3739",63,29,0,1,2,2,6,0,1,2208
"3740",63,29,0,1,2,3,2,0,1,1283
"3741",63,29,0,1,2,4,7,0,1,1702
"3742",63,29,0,1,2,5,6,1,1,2406
"3743",63,29,0,1,2,6,2,1,1,1447
"3744",63,29,0,1,2,7,1,1,1,1218
"3745",63,29,0,1,2,8,4,1,1,1330
"3746",63,29,0,1,2,9,0,1,1,1322
"3747",63,29,0,1,2,10,3,1,1,1556
"3748",63,29,0,1,2,11,1,1,1,963
"3749",63,29,0,1,2,12,5,0,1,1504
"3750",63,29,0,1,2,13,6,1,1,1331
"3751",63,29,0,1,2,14,2,0,1,1442
"3752",63,29,0,1,2,15,7,1,1,1926
"3753",63,29,0,1,2,16,7,1,1,721
"3754",63,29,0,1,2,17,7,0,1,810
"3755",63,29,0,1,2,18,4,0,1,1885
"3756",63,29,0,1,2,19,0,0,1,1916
"3757",63,29,0,1,2,20,1,0,1,987
"3758",63,29,0,1,2,21,7,1,1,1343
"3759",63,29,0,1,2,22,3,0,1,1228
"3760",63,29,0,1,2,23,1,0,1,872
"3761",63,29,0,1,2,24,4,0,1,1512
"3762",63,29,0,1,2,25,0,1,1,1003
"3763",63,29,0,1,2,26,5,1,1,1990
"3764",63,29,0,1,2,27,6,0,1,1956
"3765",63,29,0,1,2,28,2,1,1,1782
"3766",63,29,0,1,2,29,1,1,1,956
"3767",63,29,0,1,2,30,5,0,1,1556
"3768",63,29,0,1,2,31,5,0,1,898
"3769",63,29,0,1,2,32,6,0,1,1891
"3770",63,29,0,1,2,33,2,1,1,1731
"3771",63,29,0,1,2,34,7,0,1,1619
"3772",63,29,0,1,2,35,3,0,1,1190
"3773",63,29,0,1,2,36,4,1,1,1070
"3774",63,29,0,1,2,37,0,0,1,755
"3775",63,29,0,1,2,38,7,1,1,767
"3776",63,29,0,1,2,39,3,0,1,2041
"3777",63,29,0,1,2,40,6,0,1,2660
"3778",63,29,0,1,2,41,2,0,1,1617
"3779",63,29,0,1,2,42,7,0,1,1344
"3780",63,29,0,1,2,43,3,1,1,1346
"3781",63,29,0,1,2,44,4,0,1,2056
"3782",63,29,0,1,2,45,0,0,1,1024
"3783",63,29,0,1,2,46,3,1,1,1274
"3784",63,29,0,1,2,47,4,1,1,1605
"3785",63,29,0,1,2,48,0,1,1,1201
"3786",63,29,0,1,2,49,1,1,1,847
"3787",63,29,0,1,2,50,6,1,1,1723
"3788",63,29,0,1,2,51,2,0,1,1857
"3789",63,29,0,1,2,52,4,1,1,1027
"3790",63,29,0,1,2,53,0,1,1,1137
"3791",63,29,0,1,2,54,3,0,1,1050
"3792",63,29,0,1,2,55,6,1,1,1594
"3793",63,29,0,1,2,56,2,1,1,2161
"3794",63,29,0,1,2,57,4,0,1,1412
"3795",63,29,0,1,2,58,0,0,1,936
"3796",63,29,0,1,2,59,5,0,1,1119
"3797",63,29,0,1,2,60,1,0,1,1206
"3798",63,29,0,1,2,61,5,1,1,2023
"3799",63,29,0,1,2,62,3,1,1,2135
"3800",63,29,0,1,2,63,1,0,1,854
"3801",63,29,0,1,3,0,4,0,1,1602
"3802",63,29,0,1,3,1,0,1,1,1044
"3803",63,29,0,1,3,2,1,0,1,1143
"3804",63,29,0,1,3,3,6,0,1,1440
"3805",63,29,0,1,3,4,2,0,1,1593
"3806",63,29,0,1,3,5,3,1,1,1028
"3807",63,29,0,1,3,6,4,1,1,724
"3808",63,29,0,1,3,7,0,0,1,926
"3809",63,29,0,1,3,8,3,1,1,1244
"3810",63,29,0,1,3,9,5,0,1,1656
"3811",63,29,0,1,3,10,4,1,1,2281
"3812",63,29,0,1,3,11,0,0,1,844
"3813",63,29,0,1,3,12,3,1,1,1007
"3814",63,29,0,1,3,13,6,0,1,1711
"3815",63,29,0,1,3,14,2,1,1,1208
"3816",63,29,0,1,3,15,3,0,1,731
"3817",63,29,0,1,3,16,7,0,1,1716
"3818",63,29,0,1,3,17,5,1,1,1063
"3819",63,29,0,1,3,18,4,0,1,2292
"3820",63,29,0,1,3,19,0,0,1,812
"3821",63,29,0,1,3,20,5,0,1,2388
"3822",63,29,0,1,3,21,6,1,1,2642
"3823",63,29,0,1,3,22,2,0,1,1989
"3824",63,29,0,1,3,23,7,0,1,1714
"3825",63,29,0,1,3,24,3,0,1,2276
"3826",63,29,0,1,3,25,1,0,1,1710
"3827",63,29,0,1,3,26,5,0,1,1229
"3828",63,29,0,1,3,27,1,1,1,1634
"3829",63,29,0,1,3,28,3,0,1,1367
"3830",63,29,0,1,3,29,3,1,1,598
"3831",63,29,0,1,3,30,6,1,1,1894
"3832",63,29,0,1,3,31,2,0,1,2262
"3833",63,29,0,1,3,32,7,0,1,1853
"3834",63,29,0,1,3,33,1,1,1,845
"3835",63,29,0,1,3,34,5,1,1,1662
"3836",63,29,0,1,3,35,4,0,1,1298
"3837",63,29,0,1,3,36,0,1,1,946
"3838",63,29,0,1,3,37,1,1,1,1238
"3839",63,29,0,1,3,38,6,0,1,2584
"3840",63,29,0,1,3,39,2,0,1,1950
"3841",63,29,0,1,3,40,7,1,0,3013
"3842",63,29,0,1,3,41,7,1,1,834
"3843",63,29,0,1,3,42,5,1,1,945
"3844",63,29,0,1,3,43,6,1,1,1641
"3845",63,29,0,1,3,44,2,1,1,1059
"3846",63,29,0,1,3,45,4,1,1,1250
"3847",63,29,0,1,3,46,0,1,1,750
"3848",63,29,0,1,3,47,6,1,1,2070
"3849",63,29,0,1,3,48,2,1,1,1237
"3850",63,29,0,1,3,49,7,1,1,1486
"3851",63,29,0,1,3,50,5,1,1,1611
"3852",63,29,0,1,3,51,1,0,1,1670
"3853",63,29,0,1,3,52,4,1,1,1260
"3854",63,29,0,1,3,53,0,0,1,801
"3855",63,29,0,1,3,54,1,1,1,1125
"3856",63,29,0,1,3,55,6,0,1,2363
"3857",63,29,0,1,3,56,2,1,1,1597
"3858",63,29,0,1,3,57,7,0,1,1932
"3859",63,29,0,1,3,58,1,0,1,772
"3860",63,29,0,1,3,59,7,1,1,1449
"3861",63,29,0,1,3,60,5,0,1,2395
"3862",63,29,0,1,3,61,3,0,1,1189
"3863",63,29,0,1,3,62,4,0,1,1236
"3864",63,29,0,1,3,63,0,1,1,880
"3865",63,29,0,1,4,0,1,1,1,897
"3866",63,29,0,1,4,1,7,1,1,966
"3867",63,29,0,1,4,2,4,1,1,1175
"3868",63,29,0,1,4,3,0,1,1,1423
"3869",63,29,0,1,4,4,5,0,1,1585
"3870",63,29,0,1,4,5,3,0,1,996
"3871",63,29,0,1,4,6,6,1,1,1901
"3872",63,29,0,1,4,7,2,0,1,1171
"3873",63,29,0,1,4,8,4,1,1,1578
"3874",63,29,0,1,4,9,0,1,1,923
"3875",63,29,0,1,4,10,7,0,1,1437
"3876",63,29,0,1,4,11,1,0,1,1970
"3877",63,29,0,1,4,12,1,1,1,864
"3878",63,29,0,1,4,13,1,0,1,916
"3879",63,29,0,1,4,14,7,0,1,2238
"3880",63,29,0,1,4,15,7,1,1,1207
"3881",63,29,0,1,4,16,5,1,1,1868
"3882",63,29,0,1,4,17,4,1,1,1140
"3883",63,29,0,1,4,18,0,0,1,882
"3884",63,29,0,1,4,19,5,0,1,2517
"3885",63,29,0,1,4,20,3,1,1,842
"3886",63,29,0,1,4,21,6,1,1,2336
"3887",63,29,0,1,4,22,2,0,1,1852
"3888",63,29,0,1,4,23,4,0,1,829
"3889",63,29,0,1,4,24,0,1,1,2513
"3890",63,29,0,1,4,25,6,0,1,2081
"3891",63,29,0,1,4,26,2,1,1,1944
"3892",63,29,0,1,4,27,3,0,1,1218
"3893",63,29,0,1,4,28,6,1,1,1740
"3894",63,29,0,1,4,29,2,0,1,1015
"3895",63,29,0,1,4,30,3,1,1,1094
"3896",63,29,0,1,4,31,7,0,1,1441
"3897",63,29,0,1,4,32,3,1,1,940
"3898",63,29,0,1,4,33,1,0,1,779
"3899",63,29,0,1,4,34,1,1,1,690
"3900",63,29,0,1,4,35,7,1,1,1117
"3901",63,29,0,1,4,36,6,0,1,2263
"3902",63,29,0,1,4,37,2,1,1,2528
"3903",63,29,0,1,4,38,3,0,1,988
"3904",63,29,0,1,4,39,5,0,1,2283
"3905",63,29,0,1,4,40,7,0,1,1541
"3906",63,29,0,1,4,41,3,1,1,973
"3907",63,29,0,1,4,42,6,0,1,2086
"3908",63,29,0,1,4,43,2,1,1,1838
"3909",63,29,0,1,4,44,4,0,1,1707
"3910",63,29,0,1,4,45,0,0,1,1335
"3911",63,29,0,1,4,46,6,0,1,1851
"3912",63,29,0,1,4,47,2,0,1,962
"3913",63,29,0,1,4,48,5,1,1,1319
"3914",63,29,0,1,4,49,4,0,1,1101
"3915",63,29,0,1,4,50,0,0,1,916
"3916",63,29,0,1,4,51,5,1,1,2154
"3917",63,29,0,1,4,52,7,1,1,1575
"3918",63,29,0,1,4,53,4,1,1,975
"3919",63,29,0,1,4,54,0,0,1,684
"3920",63,29,0,1,4,55,1,0,1,864
"3921",63,29,0,1,4,56,5,1,1,1402
"3922",63,29,0,1,4,57,4,0,1,1080
"3923",63,29,0,1,4,58,0,1,1,802
"3924",63,29,0,1,4,59,1,1,1,766
"3925",63,29,0,1,4,60,3,0,1,1519
"3926",63,29,0,1,4,61,5,0,1,1463
"3927",63,29,0,1,4,62,6,1,1,2062
"3928",63,29,0,1,4,63,2,1,1,1006
"3929",63,29,0,1,5,0,7,1,1,1523
"3930",63,29,0,1,5,1,7,1,1,1367
"3931",63,29,0,1,5,2,6,0,1,2369
"3932",63,29,0,1,5,3,2,0,1,1676
"3933",63,29,0,1,5,4,4,1,1,2120
"3934",63,29,0,1,5,5,0,1,0,1123
"3935",63,29,0,1,5,6,7,0,1,1458
"3936",63,29,0,1,5,7,7,1,1,873
"3937",63,29,0,1,5,8,7,0,1,584
"3938",63,29,0,1,5,9,1,0,1,1007
"3939",63,29,0,1,5,10,5,0,1,1711
"3940",63,29,0,1,5,11,6,0,1,2449
"3941",63,29,0,1,5,12,2,0,1,650
"3942",63,29,0,1,5,13,1,0,1,801
"3943",63,29,0,1,5,14,3,0,1,1929
"3944",63,29,0,1,5,15,6,0,1,1545
"3945",63,29,0,1,5,16,2,1,1,1917
"3946",63,29,0,1,5,17,3,1,1,2316
"3947",63,29,0,1,5,18,1,1,1,1502
"3948",63,29,0,1,5,19,3,0,1,1178
"3949",63,29,0,1,5,20,5,0,1,1868
"3950",63,29,0,1,5,21,3,1,1,920
"3951",63,29,0,1,5,22,6,1,1,1450
"3952",63,29,0,1,5,23,2,1,1,818
"3953",63,29,0,1,5,24,3,0,1,940
"3954",63,29,0,1,5,25,5,0,1,1488
"3955",63,29,0,1,5,26,1,1,1,918
"3956",63,29,0,1,5,27,1,0,1,735
"3957",63,29,0,1,5,28,7,0,1,1307
"3958",63,29,0,1,5,29,6,0,1,2865
"3959",63,29,0,1,5,30,2,1,1,692
"3960",63,29,0,1,5,31,4,0,1,1111
"3961",63,29,0,1,5,32,0,0,1,1020
"3962",63,29,0,1,5,33,6,1,1,2305
"3963",63,29,0,1,5,34,2,0,1,722
"3964",63,29,0,1,5,35,4,1,1,1058
"3965",63,29,0,1,5,36,0,1,1,2338
"3966",63,29,0,1,5,37,5,1,1,1442
"3967",63,29,0,1,5,38,4,0,1,1506
"3968",63,29,0,1,5,39,0,1,1,728
"3969",63,29,0,1,5,40,5,1,0,708
"3970",63,29,0,1,5,41,4,0,1,1085
"3971",63,29,0,1,5,42,0,1,1,2198
"3972",63,29,0,1,5,43,5,0,1,1591
"3973",63,29,0,1,5,44,5,1,1,1580
"3974",63,29,0,1,5,45,4,0,1,1366
"3975",63,29,0,1,5,46,0,0,1,723
"3976",63,29,0,1,5,47,5,1,1,1170
"3977",63,29,0,1,5,48,6,1,1,2107
"3978",63,29,0,1,5,49,2,0,1,1886
"3979",63,29,0,1,5,50,1,1,1,712
"3980",63,29,0,1,5,51,1,1,1,848
"3981",63,29,0,1,5,52,4,1,1,968
"3982",63,29,0,1,5,53,0,0,1,822
"3983",63,29,0,1,5,54,1,0,1,948
"3984",63,29,0,1,5,55,7,0,1,1319
"3985",63,29,0,1,5,56,4,1,1,952
"3986",63,29,0,1,5,57,0,0,1,601
"3987",63,29,0,1,5,58,7,1,1,2379
"3988",63,29,0,1,5,59,3,0,1,2733
"3989",63,29,0,1,5,60,6,1,1,2265
"3990",63,29,0,1,5,61,2,1,1,1282
"3991",63,29,0,1,5,62,3,1,1,910
"3992",63,29,0,1,5,63,3,1,1,1016
"3993",63,29,0,1,6,0,1,1,1,1468
"3994",63,29,0,1,6,1,1,0,1,723
"3995",63,29,0,1,6,2,5,0,1,1478
"3996",63,29,0,1,6,3,3,0,1,844
"3997",63,29,0,1,6,4,3,1,1,672
"3998",63,29,0,1,6,5,3,0,1,830
"3999",63,29,0,1,6,6,7,1,1,1012
"4000",63,29,0,1,6,7,6,0,1,929
"4001",63,29,0,1,6,8,2,0,1,787
"4002",63,29,0,1,6,9,4,1,0,1086
"4003",63,29,0,1,6,10,0,1,1,929
"4004",63,29,0,1,6,11,1,0,1,671
"4005",63,29,0,1,6,12,7,1,1,1277
"4006",63,29,0,1,6,13,6,0,1,1841
"4007",63,29,0,1,6,14,2,1,1,1201
"4008",63,29,0,1,6,15,4,1,1,1202
"4009",63,29,0,1,6,16,0,1,1,923
"4010",63,29,0,1,6,17,3,1,1,2095
"4011",63,29,0,1,6,18,1,0,1,664
"4012",63,29,0,1,6,19,5,1,1,1589
"4013",63,29,0,1,6,20,1,1,1,711
"4014",63,29,0,1,6,21,4,1,1,1947
"4015",63,29,0,1,6,22,0,0,1,2048
"4016",63,29,0,1,6,23,7,0,1,2198
"4017",63,29,0,1,6,24,5,1,1,1757
"4018",63,29,0,1,6,25,6,0,0,3017
"4019",63,29,0,1,6,26,2,0,1,1909
"4020",63,29,0,1,6,27,1,1,1,1322
"4021",63,29,0,1,6,28,5,0,1,1904
"4022",63,29,0,1,6,29,7,1,1,2143
"4023",63,29,0,1,6,30,7,1,1,1554
"4024",63,29,0,1,6,31,4,0,1,2022
"4025",63,29,0,1,6,32,0,0,1,959
"4026",63,29,0,1,6,33,6,1,1,2101
"4027",63,29,0,1,6,34,2,1,1,1409
"4028",63,29,0,1,6,35,3,0,1,909
"4029",63,29,0,1,6,36,3,1,1,779
"4030",63,29,0,1,6,37,6,0,1,1837
"4031",63,29,0,1,6,38,2,1,1,1413
"4032",63,29,0,1,6,39,1,1,1,676
"4033",63,29,0,1,6,40,4,0,1,803
"4034",63,29,0,1,6,41,0,1,1,1449
"4035",63,29,0,1,6,42,6,1,1,1302
"4036",63,29,0,1,6,43,2,0,1,2166
"4037",63,29,0,1,6,44,4,0,1,1087
"4038",63,29,0,1,6,45,0,0,1,682
"4039",63,29,0,1,6,46,7,0,1,830
"4040",63,29,0,1,6,47,6,1,1,2121
"4041",63,29,0,1,6,48,2,0,1,1368
"4042",63,29,0,1,6,49,7,0,1,1599
"4043",63,29,0,1,6,50,5,1,1,2392
"4044",63,29,0,1,6,51,1,0,1,883
"4045",63,29,0,1,6,52,5,0,1,1333
"4046",63,29,0,1,6,53,3,1,1,1230
"4047",63,29,0,1,6,54,4,1,1,769
"4048",63,29,0,1,6,55,0,0,1,755
"4049",63,29,0,1,6,56,5,0,1,1177
"4050",63,29,0,1,6,57,6,1,1,1619
"4051",63,29,0,1,6,58,2,1,1,1978
"4052",63,29,0,1,6,59,5,1,1,1078
"4053",63,29,0,1,6,60,3,0,1,1301
"4054",63,29,0,1,6,61,4,0,1,1061
"4055",63,29,0,1,6,62,0,1,1,913
"4056",63,29,0,1,6,63,7,0,1,1248
"4057",63,29,0,1,7,0,3,0,1,876
"4058",63,29,0,1,7,1,5,1,1,1419
"4059",63,29,0,1,7,2,5,1,1,1270
"4060",63,29,0,1,7,3,6,0,1,1134
"4061",63,29,0,1,7,4,2,1,1,794
"4062",63,29,0,1,7,5,4,1,1,1521
"4063",63,29,0,1,7,6,0,0,1,974
"4064",63,29,0,1,7,7,3,0,1,835
"4065",63,29,0,1,7,8,1,0,1,622
"4066",63,29,0,1,7,9,3,0,1,1852
"4067",63,29,0,1,7,10,3,0,1,1505
"4068",63,29,0,1,7,11,7,0,0,964
"4069",63,29,0,1,7,12,6,1,1,1108
"4070",63,29,0,1,7,13,2,1,1,987
"4071",63,29,0,1,7,14,5,0,1,1543
"4072",63,29,0,1,7,15,1,0,1,648
"4073",63,29,0,1,7,16,6,0,1,1182
"4074",63,29,0,1,7,17,2,0,1,1144
"4075",63,29,0,1,7,18,5,0,1,1291
"4076",63,29,0,1,7,19,4,0,1,1605
"4077",63,29,0,1,7,20,0,0,1,2923
"4078",63,29,0,1,7,21,3,1,1,1403
"4079",63,29,0,1,7,22,7,0,1,1731
"4080",63,29,0,1,7,23,4,1,1,691
"4081",63,29,0,1,7,24,0,1,1,2286
"4082",63,29,0,1,7,25,5,1,1,1655
"4083",63,29,0,1,7,26,4,0,1,1889
"4084",63,29,0,1,7,27,0,1,1,1876
"4085",63,29,0,1,7,28,5,0,1,1417
"4086",63,29,0,1,7,29,4,1,1,2293
"4087",63,29,0,1,7,30,0,1,1,776
"4088",63,29,0,1,7,31,6,0,1,1591
"4089",63,29,0,1,7,32,2,0,1,1308
"4090",63,29,0,1,7,33,1,1,1,979
"4091",63,29,0,1,7,34,6,1,1,1624
"4092",63,29,0,1,7,35,2,0,1,1975
"4093",63,29,0,1,7,36,7,1,1,1910
"4094",63,29,0,1,7,37,1,1,1,793
"4095",63,29,0,1,7,38,1,1,1,647
"4096",63,29,0,1,7,39,4,1,1,780
"4097",63,29,0,1,7,40,0,1,1,693
"4098",63,29,0,1,7,41,3,1,1,1107
"4099",63,29,0,1,7,42,5,1,1,1559
"4100",63,29,0,1,7,43,6,0,1,1822
"4101",63,29,0,1,7,44,2,1,1,1439
"4102",63,29,0,1,7,45,7,0,1,2120
"4103",63,29,0,1,7,46,7,1,1,2275
"4104",63,29,0,1,7,47,4,0,0,1542
"4105",63,29,0,1,7,48,0,0,1,983
"4106",63,29,0,1,7,49,6,1,1,2485
"4107",63,29,0,1,7,50,2,1,1,2511
"4108",63,29,0,1,7,51,4,0,1,1535
"4109",63,29,0,1,7,52,0,0,1,631
"4110",63,29,0,1,7,53,5,0,1,1504
"4111",63,29,0,1,7,54,1,1,1,776
"4112",63,29,0,1,7,55,3,1,1,1665
"4113",63,29,0,1,7,56,7,1,0,2125
"4114",63,29,0,1,7,57,6,1,1,1810
"4115",63,29,0,1,7,58,2,0,1,1406
"4116",63,29,0,1,7,59,7,0,1,1711
"4117",63,29,0,1,7,60,3,1,1,1046
"4118",63,29,0,1,7,61,1,0,1,962
"4119",63,29,0,1,7,62,7,1,1,682
"4120",63,29,0,1,7,63,1,0,1,885
"4121",63,29,0,1,8,0,1,0,1,688
"4122",63,29,0,1,8,1,4,1,1,1816
"4123",63,29,0,1,8,2,0,1,1,885
"4124",63,29,0,1,8,3,3,1,1,820
"4125",63,29,0,1,8,4,3,1,1,1074
"4126",63,29,0,1,8,5,3,0,1,767
"4127",63,29,0,1,8,6,1,1,1,1398
"4128",63,29,0,1,8,7,4,0,1,853
"4129",63,29,0,1,8,8,0,0,1,962
"4130",63,29,0,1,8,9,7,1,1,999
"4131",63,29,0,1,8,10,5,1,1,1328
"4132",63,29,0,1,8,11,6,0,1,1238
"4133",63,29,0,1,8,12,2,1,1,1088
"4134",63,29,0,1,8,13,1,1,1,862
"4135",63,29,0,1,8,14,3,0,1,812
"4136",63,29,0,1,8,15,4,1,1,2045
"4137",63,29,0,1,8,16,0,0,1,1092
"4138",63,29,0,1,8,17,7,0,1,1712
"4139",63,29,0,1,8,18,7,0,1,1118
"4140",63,29,0,1,8,19,6,0,1,2390
"4141",63,29,0,1,8,20,2,1,1,1984
"4142",63,29,0,1,8,21,3,1,1,1626
"4143",63,29,0,1,8,22,4,0,1,2408
"4144",63,29,0,1,8,23,0,0,1,589
"4145",63,29,0,1,8,24,7,1,1,1849
"4146",63,29,0,1,8,25,4,1,1,1426
"4147",63,29,0,1,8,26,0,1,1,1510
"4148",63,29,0,1,8,27,1,1,1,1313
"4149",63,29,0,1,8,28,4,0,1,2069
"4150",63,29,0,1,8,29,0,0,1,1146
"4151",63,29,0,1,8,30,6,1,1,2300
"4152",63,29,0,1,8,31,2,0,1,1118
"4153",63,29,0,1,8,32,4,0,0,920
"4154",63,29,0,1,8,33,0,1,1,752
"4155",63,29,0,1,8,34,3,0,1,1066
"4156",63,29,0,1,8,35,6,1,1,1997
"4157",63,29,0,1,8,36,2,0,1,972
"4158",63,29,0,1,8,37,7,1,1,1229
"4159",63,29,0,1,8,38,5,1,1,1489
"4160",63,29,0,1,8,39,1,0,1,1283
"4161",63,29,0,1,8,40,6,0,1,1732
"4162",63,29,0,1,8,41,2,0,1,826
"4163",63,29,0,1,8,42,5,1,1,1607
"4164",63,29,0,1,8,43,1,1,1,838
"4165",63,29,0,1,8,44,5,0,0,1067
"4166",63,29,0,1,8,45,7,1,1,983
"4167",63,29,0,1,8,46,1,0,1,775
"4168",63,29,0,1,8,47,3,1,1,830
"4169",63,29,0,1,8,48,1,0,1,717
"4170",63,29,0,1,8,49,4,1,1,1558
"4171",63,29,0,1,8,50,0,1,1,1139
"4172",63,29,0,1,8,51,5,0,1,1414
